* /home/dilip/esim-workspace/mixed_signal_based_buck_converter/mixed_signal_based_buck_converter.cir
Transient Analysis  Thu Apr 14 20:17:15  2022
--------------------------------------------------------------------------------
Index   time            a2#branch_1_0   l1#branch       v1#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-2.11450e-06	4.381782e-04	0.000000e+00	
1	1.000000e-11	-2.11449e-06	4.381782e-04	0.000000e+00	
2	2.000000e-11	-2.11448e-06	4.381782e-04	0.000000e+00	
3	4.000000e-11	-2.11447e-06	4.381782e-04	0.000000e+00	
4	8.000000e-11	-2.11445e-06	4.381782e-04	0.000000e+00	
5	1.600000e-10	-2.11441e-06	4.381782e-04	0.000000e+00	
6	3.200000e-10	-2.11436e-06	4.381782e-04	0.000000e+00	
7	6.400000e-10	-2.11431e-06	4.381782e-04	0.000000e+00	
8	1.000000e-09	-2.11429e-06	4.381782e-04	0.000000e+00	
9	1.064000e-09	-2.11429e-06	4.381782e-04	0.000000e+00	
10	1.192000e-09	-2.11429e-06	4.381782e-04	0.000000e+00	
11	1.448000e-09	-2.11429e-06	4.381782e-04	0.000000e+00	
12	1.960000e-09	-2.11430e-06	4.381782e-04	0.000000e+00	
13	2.984000e-09	-2.11432e-06	4.381782e-04	0.000000e+00	
14	5.032000e-09	-2.11436e-06	4.381782e-04	0.000000e+00	
15	9.128000e-09	-2.11441e-06	4.381782e-04	0.000000e+00	
16	1.732000e-08	-2.11446e-06	4.381782e-04	0.000000e+00	
17	3.370400e-08	-2.11449e-06	4.381782e-04	0.000000e+00	
18	6.647200e-08	-2.11450e-06	4.381782e-04	0.000000e+00	
19	1.320080e-07	-2.11450e-06	4.381782e-04	0.000000e+00	
20	2.630800e-07	-2.11450e-06	4.381782e-04	0.000000e+00	
21	5.252240e-07	-2.11450e-06	4.381782e-04	0.000000e+00	
22	1.049512e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
23	2.001000e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
24	2.105858e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
25	2.315573e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
26	2.735003e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
27	3.573864e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
28	4.001000e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
29	4.168772e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
30	4.504316e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
31	5.175405e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
32	6.001000e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
33	6.135218e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
34	6.403653e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
35	6.940524e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
36	8.001000e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
37	8.108374e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
38	8.323123e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
39	8.752619e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
40	9.611613e-06	-2.11450e-06	4.381782e-04	0.000000e+00	
41	1.000100e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
42	1.017280e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
43	1.051640e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
44	1.120359e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
45	1.200100e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
46	1.213844e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
47	1.241332e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
48	1.296307e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
49	1.400100e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
50	1.411095e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
51	1.433085e-05	-2.11450e-06	4.381782e-04	0.000000e+00	
